Origin,Destination,Carrier,Month,Delay Percentage,Total Flights,Delay Flights,Total Delay Time(min),Carrier Delay,Weather Delay,NAS Delay,Security Delay,Aircraft Delay
CLT,BWI,AA,7,46%,465,215,6734,2036,824,2376,29,1469
CLT,DCA,AA,7,49%,461,225,7769,1703,476,3868,85,1637
CLT,DEN,AA,7,56%,371,206,7112,2041,627,1464,18,2962
CLT,DFW,AA,7,40%,1423,565,19262,7385,1192,3542,76,7067
CLT,DTW,AA,7,44%,226,100,4219,1793,418,989,0,1019
CLT,EWR,AA,7,53%,556,294,14857,3339,350,7369,6,3793
CLT,FLL,AA,7,36%,431,157,4196,1938,362,824,0,1072
CLT,IAD,AA,7,100%,4,4,209,98,0,36,0,75
CLT,IAH,AA,7,38%,477,179,7020,2465,384,1568,18,2585
CLT,JFK,AA,7,54%,363,195,8959,2055,977,4586,39,1302
CLT,LAS,AA,7,48%,309,149,4303,940,600,970,55,1738
CLT,LAX,AA,7,52%,372,195,6467,2140,812,1722,59,1734
CLT,LGA,AA,7,51%,598,304,11012,1749,793,6248,57,2165
CLT,MCO,AA,7,52%,560,292,8548,3014,670,1755,44,3065
CLT,MIA,AA,7,51%,587,300,12727,4492,711,1821,72,5631
CLT,MSP,AA,7,47%,225,105,3694,1563,271,576,26,1258
CLT,ORD,AA,7,53%,610,322,13508,3270,918,6114,34,3172
CLT,PDX,AA,7,58%,62,36,1271,403,160,362,0,346
CLT,PHL,AA,7,43%,576,248,7660,2542,600,2453,32,2033
CLT,PHX,AA,7,44%,558,248,5790,2180,679,1177,23,1731
CLT,SAN,AA,7,47%,181,85,2357,881,329,403,10,734
CLT,SEA,AA,7,60%,247,148,4216,1297,522,975,66,1356
CLT,SFO,AA,7,52%,369,191,6893,1973,513,1820,229,2358
CLT,SLC,AA,7,52%,61,32,1340,339,311,89,24,577
CLT,TPA,AA,7,44%,542,241,6780,2050,322,1960,27,2421
DCA,BOS,AA,7,35%,859,302,11413,2019,1175,3986,0,4233
DCA,CLT,AA,7,42%,471,200,5852,1001,355,2044,9,2443
DCA,DFW,AA,7,35%,1868,653,30014,7668,4419,5785,3,12139
DCA,FLL,AA,7,38%,140,53,2165,278,88,847,0,952
DCA,JFK,AA,7,53%,93,49,3098,169,477,1271,0,1181
DCA,LAS,AA,7,34%,61,21,510,237,51,164,0,58
DCA,LAX,AA,7,47%,248,117,4665,941,141,1487,4,2092
DCA,LGA,AA,7,37%,788,292,11650,1630,1806,4139,107,3968
DCA,MCO,AA,7,32%,336,108,3518,574,16,775,0,2153
DCA,MIA,AA,7,38%,1660,625,22269,3456,2092,4700,3,12018
DCA,ORD,AA,7,39%,1309,510,25816,3789,2528,8469,61,10969
DCA,PHL,AA,7,48%,56,27,1619,242,374,449,0,554
DCA,PHX,AA,7,49%,184,90,2038,1094,53,509,0,382
DCA,TPA,AA,7,42%,262,110,3743,529,165,1166,7,1876
DEN,CLT,AA,7,35%,371,128,3740,1890,118,864,0,868
DEN,DFW,AA,7,41%,1818,745,28918,6373,1754,4301,0,16490
DEN,MIA,AA,7,49%,378,184,5508,3247,36,1126,0,1099
DEN,ORD,AA,7,44%,580,253,9463,2654,124,2464,0,4221
DEN,PHL,AA,7,27%,186,50,1309,664,0,447,0,198
DEN,PHX,AA,7,40%,357,142,3358,1072,46,642,0,1598
DFW,ATL,AA,7,48%,1681,805,26615,8639,1187,7922,0,8867
DFW,BOS,AA,7,51%,1465,743,24896,7413,824,7477,0,9182
DFW,BWI,AA,7,50%,940,468,14139,4197,345,4396,0,5201
DFW,CLT,AA,7,49%,1421,696,18887,6197,1206,4842,0,6642
DFW,DCA,AA,7,52%,1870,972,28199,8284,1541,9790,45,8539
DFW,DEN,AA,7,47%,1819,852,26988,10326,1580,4556,0,10526
DFW,DTW,AA,7,53%,1061,561,15501,5789,947,2055,0,6710
DFW,EWR,AA,7,49%,1067,521,23482,5093,576,11175,0,6638
DFW,FLL,AA,7,54%,1105,599,14903,5698,558,3295,0,5352
DFW,HNL,AA,7,55%,381,209,10020,7099,430,847,0,1644
DFW,IAD,AA,7,54%,873,475,14918,4703,616,3931,0,5668
DFW,IAH,AA,7,49%,1309,640,20001,6999,952,5069,11,6970
DFW,JFK,AA,7,44%,310,136,4875,1306,102,2785,0,682
DFW,LAS,AA,7,43%,1902,818,26794,11004,1503,2183,2,12102
DFW,LAX,AA,7,48%,3257,1559,50147,21347,2951,8288,41,17520
DFW,LGA,AA,7,39%,2416,950,34044,8395,1115,15200,24,9310
DFW,MCO,AA,7,52%,1825,943,26760,10071,1433,4452,0,10804
DFW,MIA,AA,7,50%,1964,978,31453,13961,2394,4913,12,10173
DFW,MSP,AA,7,47%,1065,501,15373,6626,940,1684,0,6123
DFW,ORD,AA,7,45%,3271,1460,52993,18595,2421,13431,0,18546
DFW,PDX,AA,7,50%,906,457,13062,5079,1100,1196,0,5687
DFW,PHL,AA,7,44%,1292,568,19329,6088,735,6223,0,6283
DFW,PHX,AA,7,44%,1605,711,19805,8262,1127,1952,0,8464
DFW,SAN,AA,7,44%,1686,737,21426,8362,1267,2105,0,9692
DFW,SEA,AA,7,46%,1748,804,21174,8042,1687,2353,0,9092
DFW,SFO,AA,7,55%,1903,1044,42292,9817,1246,17255,0,13974
DFW,SLC,AA,7,51%,984,500,15025,6106,769,1264,0,6886
DFW,TPA,AA,7,53%,1285,678,21298,7684,1283,3044,15,9272
DTW,CLT,AA,7,34%,227,77,2525,1239,4,301,0,981
DTW,DFW,AA,7,36%,1059,385,11606,4217,659,2251,0,4479
DTW,MIA,AA,7,32%,277,88,2411,308,269,695,0,1139
DTW,ORD,AA,7,68%,81,55,4483,266,848,1122,0,2247
DTW,PHL,AA,7,33%,63,21,680,82,0,376,0,222
DTW,PHX,AA,7,37%,261,97,2615,1252,47,295,0,1021
EWR,CLT,AA,7,34%,556,191,10633,1566,272,3310,0,5485
EWR,DFW,AA,7,33%,1067,349,18095,4355,863,3650,2,9225
EWR,LAX,AA,7,37%,93,34,1687,47,242,689,0,709
EWR,MIA,AA,7,38%,615,234,13926,4429,152,2880,35,6430
EWR,ORD,AA,7,42%,261,110,8056,1273,89,1686,0,5008
EWR,PHX,AA,7,51%,212,108,6411,2386,292,1325,0,2408
FLL,CLT,AA,7,33%,431,141,3300,691,140,1312,12,1145
FLL,DCA,AA,7,34%,140,48,1082,238,0,484,0,360
FLL,DFW,AA,7,34%,1105,378,13370,3145,510,2718,0,6997
FLL,JFK,AA,7,31%,62,19,1020,206,0,172,0,642
FLL,LAX,AA,7,31%,62,19,540,358,0,46,0,136
FLL,ORD,AA,7,42%,368,153,5623,774,224,2441,0,2184
FLL,PHL,AA,7,36%,238,85,2458,743,36,1025,14,640
FLL,PHX,AA,7,10%,31,3,0,0,0,0,0,0
HNL,DFW,AA,7,36%,381,138,5301,857,0,502,0,3942
HNL,LAX,AA,7,32%,775,250,8934,4245,225,1567,0,2897
HNL,ORD,AA,7,42%,93,39,1717,223,0,183,0,1311
HNL,PHX,AA,7,38%,186,70,1220,660,0,363,14,183
HNL,SFO,AA,7,58%,31,18,360,166,0,89,0,105
IAD,CLT,AA,7,33%,3,1,65,0,0,0,0,65
IAD,DFW,AA,7,35%,874,307,15395,5965,593,2974,14,5849
IAD,LAX,AA,7,33%,455,149,5932,1707,156,1717,0,2352
IAD,MIA,AA,7,41%,372,153,4012,1073,97,1016,0,1826
IAH,CLT,AA,7,30%,477,141,4964,1654,181,1214,0,1915
IAH,DFW,AA,7,35%,1310,459,18158,3357,1267,2485,0,11049
IAH,JFK,AA,7,45%,31,14,870,102,0,123,0,645
IAH,MIA,AA,7,47%,837,393,14276,4072,248,2496,0,7460
IAH,PHL,AA,7,37%,142,52,1472,565,21,273,0,613
IAH,PHX,AA,7,28%,267,75,2260,953,0,248,0,1059
JFK,BOS,AA,7,30%,588,179,7284,1482,349,2890,0,2563
JFK,CLT,AA,7,33%,363,121,5251,1279,780,1476,5,1711
JFK,DCA,AA,7,60%,93,56,2514,258,0,1487,0,769
JFK,DFW,AA,7,36%,310,112,4191,1102,480,1670,0,939
JFK,FLL,AA,7,23%,62,14,1049,855,0,61,0,133
JFK,IAH,AA,7,55%,31,17,1088,178,0,700,0,210
JFK,LAS,AA,7,40%,403,161,6730,1585,908,2260,26,1951
JFK,LAX,AA,7,34%,1958,663,32603,8009,2933,12593,9,9059
JFK,MCO,AA,7,48%,434,210,7973,2581,91,3907,0,1394
JFK,MIA,AA,7,38%,1213,458,20101,7808,1344,6336,0,4613
JFK,ORD,AA,7,40%,247,98,8467,1189,1303,4288,0,1687
JFK,PHX,AA,7,37%,239,88,2938,794,650,723,13,758
JFK,SAN,AA,7,40%,248,100,5851,970,665,2892,0,1324
JFK,SEA,AA,7,58%,217,125,7360,2029,535,3278,0,1518
JFK,SFO,AA,7,42%,883,375,22789,3640,1761,11143,62,6183
JFK,TPA,AA,7,36%,122,44,1759,624,178,603,0,354
LAS,CLT,AA,7,37%,309,115,2705,1096,184,632,60,733
LAS,DCA,AA,7,46%,61,28,1119,70,0,913,0,136
LAS,DFW,AA,7,39%,1901,750,26476,9102,857,3970,0,12547
LAS,JFK,AA,7,37%,403,148,8005,3538,0,3709,6,752
LAS,LAX,AA,7,44%,1115,492,17119,3221,116,4201,0,9581
LAS,MIA,AA,7,42%,682,287,8653,3274,155,1606,35,3583
LAS,ORD,AA,7,40%,894,358,15538,4040,102,3154,0,8242
LAS,PHL,AA,7,34%,309,105,3270,1390,0,1110,25,745
LAS,PHX,AA,7,38%,399,152,4684,1762,0,1068,0,1854
LAX,ATL,AA,7,46%,181,83,3114,1029,0,716,10,1359
LAX,BOS,AA,7,49%,755,369,10351,2611,190,3478,37,4035
LAX,CLT,AA,7,47%,372,176,4682,1988,0,1036,16,1642
LAX,DCA,AA,7,41%,248,101,2894,655,0,1718,0,521
LAX,DFW,AA,7,48%,3253,1563,37714,14169,404,7632,69,15440
LAX,EWR,AA,7,60%,93,56,1235,177,0,1058,0,0
LAX,FLL,AA,7,55%,62,34,389,118,0,111,0,160
LAX,HNL,AA,7,43%,775,330,12322,4754,0,1568,0,6000
LAX,IAD,AA,7,60%,455,272,6636,2088,36,2536,0,1976
LAX,JFK,AA,7,37%,1960,733,28985,6031,9,15728,88,7129
LAX,LAS,AA,7,40%,1115,451,14024,4310,5,2684,37,6988
LAX,MCO,AA,7,48%,403,194,4939,1955,167,1003,66,1748
LAX,MIA,AA,7,52%,1478,774,18629,8827,95,5699,31,3977
LAX,MSP,AA,7,43%,61,26,917,620,0,151,0,146
LAX,ORD,AA,7,43%,1888,815,19218,5961,11,6615,0,6631
LAX,PHL,AA,7,41%,372,154,4181,1925,80,1136,0,1040
LAX,PHX,AA,7,46%,422,196,4656,1505,26,1059,52,2014
LAX,SEA,AA,7,56%,123,69,1803,513,0,371,18,901
LAX,SFO,AA,7,50%,1111,557,19842,4058,306,9086,30,6362
LAX,TPA,AA,7,66%,29,19,637,300,0,101,0,236
LGA,ATL,AA,7,41%,59,24,1499,148,83,265,0,1003
LGA,BOS,AA,7,33%,718,234,8534,984,245,2075,35,5195
LGA,CLT,AA,7,42%,607,252,10377,1607,865,3585,6,4314
LGA,DCA,AA,7,43%,787,337,10417,1718,846,3174,29,4650
LGA,DFW,AA,7,30%,2415,736,29089,5341,1355,9679,0,12714
LGA,MCO,AA,7,23%,31,7,118,92,0,0,0,26
LGA,MIA,AA,7,34%,2007,684,28448,5450,1666,9143,0,12189
LGA,MSP,AA,7,100%,4,4,200,1,64,69,0,66
LGA,ORD,AA,7,33%,2914,953,48736,6221,2482,20461,0,19572
LGA,PHL,AA,7,25%,104,26,2419,254,735,450,0,980
MCO,CLT,AA,7,39%,560,219,6937,842,1143,1452,27,3473
MCO,DCA,AA,7,37%,336,125,4624,1132,314,2086,0,1092
MCO,DFW,AA,7,36%,1822,663,28556,6934,4240,3831,0,13551
MCO,JFK,AA,7,53%,435,231,12381,2015,994,5293,14,4065
MCO,LAX,AA,7,33%,403,132,6244,2542,731,1021,0,1950
MCO,LGA,AA,7,74%,31,23,1697,42,83,1093,0,479
MCO,MIA,AA,7,46%,1638,746,31370,10062,3461,3216,0,14631
MCO,ORD,AA,7,45%,800,360,14052,2567,1085,3700,39,6661
MCO,PHL,AA,7,36%,495,179,6448,1725,855,1435,0,2433
MCO,PHX,AA,7,31%,174,54,1134,277,312,137,0,408
MIA,ATL,AA,7,50%,713,357,13247,5296,1290,2988,0,3673
MIA,BOS,AA,7,56%,1301,725,30017,9754,2842,7508,16,9897
MIA,BWI,AA,7,51%,588,301,11368,3171,1554,2247,26,4370
MIA,CLT,AA,7,36%,587,209,7245,3620,363,1292,0,1970
MIA,DCA,AA,7,51%,1660,842,26659,7440,2471,8527,0,8221
MIA,DEN,AA,7,52%,378,196,6989,2029,1081,1350,21,2508
MIA,DFW,AA,7,44%,1959,857,29310,11290,4728,4399,0,8893
MIA,DTW,AA,7,52%,277,144,4000,1691,402,692,34,1181
MIA,EWR,AA,7,52%,615,317,14452,3144,1331,6736,0,3241
MIA,IAD,AA,7,55%,372,203,5650,1956,612,1148,0,1934
MIA,IAH,AA,7,49%,837,413,12932,3758,868,3169,0,5137
MIA,JFK,AA,7,48%,1214,587,31473,10359,2399,11530,69,7116
MIA,LAS,AA,7,40%,682,275,8737,4224,1027,1159,8,2319
MIA,LAX,AA,7,47%,1478,689,25819,12664,3350,3571,0,6234
MIA,LGA,AA,7,43%,2012,863,35065,6849,2599,17113,0,8504
MIA,MCO,AA,7,54%,1638,877,26527,9929,3774,5352,1,7471
MIA,MSP,AA,7,53%,186,98,3115,1120,283,594,0,1118
MIA,ORD,AA,7,46%,1769,815,30183,10259,3449,7893,27,8555
MIA,PHL,AA,7,46%,807,375,14782,4548,853,4320,0,5061
MIA,PHX,AA,7,50%,283,141,3475,1353,357,470,0,1295
MIA,SAN,AA,7,34%,124,42,934,297,106,179,0,352
MIA,SEA,AA,7,53%,155,82,3877,1898,256,278,0,1445
MIA,SFO,AA,7,46%,580,264,10186,3357,1171,2945,0,2713
MIA,SLC,AA,7,41%,41,17,1009,533,126,68,0,282
MIA,TPA,AA,7,46%,1050,488,13944,4808,2085,1908,0,5143
MSP,CLT,AA,7,32%,225,72,2252,1106,78,399,0,669
MSP,DFW,AA,7,31%,1066,330,12305,3080,310,2295,0,6620
MSP,LAX,AA,7,33%,61,20,630,95,3,29,0,503
MSP,LGA,AA,7,25%,4,1,0,0,0,0,0,0
MSP,MIA,AA,7,33%,186,62,997,391,212,394,0,0
MSP,ORD,AA,7,31%,621,192,9647,1679,409,2957,0,4602
MSP,PHL,AA,7,41%,185,76,2269,647,111,545,0,966
MSP,PHX,AA,7,47%,298,139,3471,1341,312,728,0,1090
ORD,ATL,AA,7,54%,93,50,3095,872,162,592,0,1469
ORD,BOS,AA,7,44%,1849,821,27968,7198,1665,8664,0,10441
ORD,CLT,AA,7,40%,610,246,8710,2736,1146,1665,0,3163
ORD,DCA,AA,7,50%,1309,660,21732,4921,1837,7142,0,7832
ORD,DEN,AA,7,47%,580,270,9206,3262,659,1807,0,3478
ORD,DFW,AA,7,35%,3273,1138,47212,16541,3411,6283,106,20871
ORD,DTW,AA,7,65%,81,53,3463,970,530,561,2,1400
ORD,EWR,AA,7,61%,261,159,10167,1428,672,3975,0,4092
ORD,FLL,AA,7,48%,368,177,4809,1424,529,1042,0,1814
ORD,HNL,AA,7,57%,93,53,2686,1177,369,331,0,809
ORD,JFK,AA,7,49%,248,122,7272,1204,418,3262,0,2388
ORD,LAS,AA,7,41%,893,363,13437,5205,1163,1592,0,5477
ORD,LAX,AA,7,42%,1886,798,28329,12518,2485,4517,4,8805
ORD,LGA,AA,7,37%,2911,1086,46007,7662,1915,20295,0,16135
ORD,MCO,AA,7,51%,796,405,12971,2922,494,3456,0,6099
ORD,MIA,AA,7,47%,1769,823,33743,12899,2098,5968,0,12778
ORD,MSP,AA,7,45%,621,281,11961,3279,974,1981,0,5727
ORD,PDX,AA,7,49%,276,135,3870,905,194,498,0,2273
ORD,PHL,AA,7,42%,724,305,13991,3003,826,3879,10,6273
ORD,PHX,AA,7,40%,948,383,13373,4783,1269,2252,35,5034
ORD,SAN,AA,7,41%,822,335,8258,2584,1004,1491,0,3179
ORD,SEA,AA,7,43%,1096,469,16086,5067,1578,2167,0,7274
ORD,SFO,AA,7,48%,1251,605,25960,5475,1199,10932,0,8354
ORD,SLC,AA,7,61%,59,36,1938,935,5,304,0,694
ORD,TPA,AA,7,52%,554,287,10691,3674,633,1986,0,4398
PDX,CLT,AA,7,30%,61,18,510,220,0,90,0,200
PDX,DFW,AA,7,35%,905,320,7424,4095,31,1363,4,1931
PDX,ORD,AA,7,33%,276,92,2695,1037,0,930,0,728
PDX,PHL,AA,7,30%,63,19,474,118,0,4,0,352
PDX,PHX,AA,7,27%,328,90,1340,315,15,316,0,694
PHL,ATL,AA,7,40%,340,135,4198,1544,271,1340,0,1043
PHL,BOS,AA,7,38%,708,270,10047,3350,252,3393,24,3028
PHL,CLT,AA,7,40%,527,213,7164,2635,215,2180,89,2045
PHL,DCA,AA,7,50%,56,28,1129,417,178,435,0,99
PHL,DEN,AA,7,49%,186,92,3335,1413,120,981,12,809
PHL,DFW,AA,7,33%,1293,430,19208,7033,1240,3688,0,7247
PHL,DTW,AA,7,22%,63,14,290,56,0,126,0,108
PHL,FLL,AA,7,42%,238,99,3893,1692,61,1031,13,1096
PHL,IAH,AA,7,35%,142,50,1649,486,0,605,34,524
PHL,LAS,AA,7,44%,309,137,4704,1441,196,1177,0,1890
PHL,LAX,AA,7,44%,371,164,6339,3002,257,2301,0,779
PHL,LGA,AA,7,43%,113,49,1735,273,158,571,52,681
PHL,MCO,AA,7,43%,495,211,8131,3183,250,1725,65,2908
PHL,MIA,AA,7,37%,806,296,15085,5077,510,3395,14,6089
PHL,MSP,AA,7,42%,185,78,2442,824,3,1181,16,418
PHL,ORD,AA,7,38%,725,279,12562,2273,443,6749,16,3081
PHL,PDX,AA,7,35%,62,22,723,210,17,184,0,312
PHL,PHX,AA,7,39%,426,167,4704,1952,122,1293,0,1337
PHL,SAN,AA,7,37%,186,69,2209,628,80,701,0,800
PHL,SEA,AA,7,46%,239,109,4283,1760,43,1688,52,740
PHL,SFO,AA,7,44%,309,135,4805,1756,103,1565,62,1319
PHL,SLC,AA,7,48%,62,30,1498,803,41,360,0,294
PHL,TPA,AA,7,37%,257,95,2884,1146,46,902,13,777
PHX,ATL,AA,7,46%,205,95,2567,974,71,797,0,725
PHX,BOS,AA,7,40%,235,93,3474,736,0,1131,13,1594
PHX,BWI,AA,7,52%,174,91,2560,782,7,973,0,798
PHX,CLT,AA,7,47%,554,261,5005,2103,325,1630,0,947
PHX,DCA,AA,7,53%,184,98,4442,1010,141,2127,0,1164
PHX,DEN,AA,7,52%,357,187,5953,2301,202,1698,28,1724
PHX,DFW,AA,7,41%,1606,662,20374,5862,302,5308,5,8897
PHX,DTW,AA,7,34%,261,90,1715,718,51,354,8,584
PHX,EWR,AA,7,45%,212,96,4899,870,160,2166,52,1651
PHX,FLL,AA,7,55%,31,17,152,30,0,60,27,35
PHX,HNL,AA,7,34%,186,63,1562,1214,0,232,20,96
PHX,IAH,AA,7,34%,267,91,2858,1245,2,701,14,896
PHX,JFK,AA,7,46%,239,110,5059,983,225,2801,0,1050
PHX,LAS,AA,7,38%,400,153,4792,2011,109,481,0,2191
PHX,LAX,AA,7,56%,423,237,8433,2721,304,3440,16,1952
PHX,MCO,AA,7,49%,174,86,2356,1156,25,391,15,769
PHX,MIA,AA,7,45%,283,128,2724,1209,165,752,38,560
PHX,MSP,AA,7,39%,298,117,2813,902,22,855,14,1020
PHX,ORD,AA,7,40%,948,379,12592,3358,429,5213,0,3592
PHX,PDX,AA,7,44%,328,145,4297,1772,16,346,45,2118
PHX,PHL,AA,7,42%,431,183,5657,2481,70,1895,0,1211
PHX,SAN,AA,7,38%,359,138,4714,1345,96,664,0,2609
PHX,SEA,AA,7,50%,388,195,5242,1725,115,1160,4,2238
PHX,SFO,AA,7,39%,359,141,4893,1826,76,1633,0,1358
PHX,SLC,AA,7,32%,275,87,1736,635,99,298,0,704
PHX,TPA,AA,7,58%,115,67,1842,757,19,343,0,723
SAN,CLT,AA,7,43%,180,77,1957,925,18,630,0,384
SAN,DFW,AA,7,39%,1686,661,17141,4532,585,3512,0,8512
SAN,JFK,AA,7,30%,248,74,2392,682,22,1111,0,577
SAN,MIA,AA,7,35%,124,44,984,601,0,140,0,243
SAN,ORD,AA,7,39%,822,321,8633,1402,646,2975,0,3610
SAN,PHL,AA,7,30%,186,55,1655,926,115,488,0,126
SAN,PHX,AA,7,46%,359,164,4808,1615,43,688,0,2462
SEA,CLT,AA,7,49%,247,122,2499,1103,0,595,0,801
SEA,DFW,AA,7,47%,1748,829,19257,6436,324,3854,0,8643
SEA,JFK,AA,7,26%,217,57,2405,1219,38,535,0,613
SEA,LAX,AA,7,48%,123,59,1953,839,0,365,0,749
SEA,MIA,AA,7,51%,155,79,3542,1080,0,77,0,2385
SEA,ORD,AA,7,36%,1096,392,12261,3340,193,2523,0,6205
SEA,PHL,AA,7,47%,239,113,2675,641,107,573,0,1354
SEA,PHX,AA,7,40%,388,156,3775,2070,0,325,0,1380
SFO,CLT,AA,7,31%,369,114,2311,1048,0,480,0,783
SFO,DFW,AA,7,49%,1903,929,31661,8996,0,5745,12,16908
SFO,HNL,AA,7,35%,31,11,520,340,0,180,0,0
SFO,JFK,AA,7,41%,883,363,20128,7119,71,6725,30,6183
SFO,LAX,AA,7,51%,1111,567,16062,2053,0,4697,0,9312
SFO,MIA,AA,7,51%,581,296,10086,3829,99,2016,0,4142
SFO,ORD,AA,7,44%,1252,546,18508,5798,4,3829,37,8840
SFO,PHL,AA,7,24%,308,73,1918,621,0,621,0,676
SFO,PHX,AA,7,24%,359,85,2282,1011,0,277,0,994
SLC,CLT,AA,7,25%,61,15,332,141,0,43,0,148
SLC,DFW,AA,7,36%,984,357,9270,2827,108,1548,0,4787
SLC,MIA,AA,7,32%,41,13,383,124,0,54,0,205
SLC,ORD,AA,7,53%,58,31,1955,308,12,1341,0,294
SLC,PHL,AA,7,23%,62,14,503,147,0,46,0,310
SLC,PHX,AA,7,35%,275,97,2881,1575,0,198,0,1108
TPA,CLT,AA,7,34%,550,186,4083,743,615,1068,0,1657
TPA,DCA,AA,7,39%,262,102,2433,845,178,931,0,479
TPA,DFW,AA,7,35%,1285,450,18921,6621,1526,2417,0,8357
TPA,JFK,AA,7,31%,122,38,1698,21,30,888,0,759
TPA,LAX,AA,7,72%,29,21,542,43,1,368,0,130
TPA,MIA,AA,7,39%,1051,414,15595,2294,1793,2437,4,9067
TPA,ORD,AA,7,40%,554,223,9007,1208,767,2316,0,4716
TPA,PHL,AA,7,46%,248,114,2875,1037,132,634,6,1066
TPA,PHX,AA,7,45%,115,52,1134,247,30,96,0,761
ATL,CLT,AA,6,29%,262,77,2904,379,313,539,0,1673
ATL,DFW,AA,6,34%,1654,569,27255,5185,1510,4898,0,15662
ATL,LAX,AA,6,45%,174,79,2966,938,119,801,0,1108
ATL,LGA,AA,6,59%,29,17,739,48,60,518,0,113
ATL,MIA,AA,6,33%,685,223,6462,1885,255,1472,0,2850
ATL,ORD,AA,6,46%,93,43,2454,878,0,436,0,1140
ATL,PHL,AA,6,37%,164,61,2518,237,41,1092,0,1148
ATL,PHX,AA,6,23%,80,18,482,262,0,49,0,171
BOS,CLT,AA,6,31%,268,83,1749,316,0,913,0,520
BOS,DCA,AA,6,41%,428,175,4613,901,0,2779,0,933
BOS,DFW,AA,6,33%,1419,470,18401,4680,1039,4324,0,8358
BOS,JFK,AA,6,31%,570,178,8290,949,16,3811,0,3514
BOS,LAX,AA,6,37%,697,258,8904,2685,191,2236,0,3792
BOS,LGA,AA,6,35%,358,124,2969,446,0,2331,0,192
BOS,MIA,AA,6,32%,1259,408,10985,2937,201,3083,13,4751
BOS,ORD,AA,6,35%,1804,628,25148,2698,337,10042,0,12071
BOS,PHL,AA,6,33%,335,109,2443,857,0,1177,0,409
BOS,PHX,AA,6,32%,110,35,424,301,0,113,0,10
BWI,CLT,AA,6,29%,220,64,2286,575,89,826,0,796
BWI,DFW,AA,6,38%,944,354,15971,4060,1258,3582,0,7071
BWI,MIA,AA,6,38%,565,217,9132,3647,289,1581,0,3615
BWI,ORD,AA,6,0%,1,0,0,0,0,0,0,0
BWI,PHX,AA,6,56%,80,45,1425,426,10,447,0,542
CLT,ATL,AA,6,39%,261,103,4033,690,523,1185,26,1609
CLT,BOS,AA,6,36%,267,95,3073,640,509,835,0,1089
CLT,BWI,AA,6,38%,219,83,3407,1646,394,766,33,568
CLT,DCA,AA,6,50%,242,120,4122,746,560,2172,13,631
CLT,DEN,AA,6,58%,180,104,4452,1299,480,913,11,1749
CLT,DFW,AA,6,40%,1185,474,16808,4749,1371,3346,84,7258
CLT,DTW,AA,6,44%,138,61,1818,595,374,483,0,366
CLT,EWR,AA,6,56%,270,152,9020,3234,277,2907,0,2602
CLT,FLL,AA,6,41%,211,86,2279,1011,214,586,18,450
CLT,IAH,AA,6,58%,261,151,6693,1764,371,2545,0,2013
CLT,JFK,AA,6,68%,206,140,10191,4305,366,2432,0,3088
CLT,LAS,AA,6,38%,150,57,2143,587,285,361,17,893
CLT,LAX,AA,6,55%,180,99,3576,1019,498,1134,19,906
CLT,LGA,AA,6,58%,292,170,5426,798,360,3456,9,803
CLT,MCO,AA,6,51%,270,139,3631,1211,315,852,1,1252
CLT,MIA,AA,6,53%,303,160,6734,3722,403,1118,4,1487
CLT,MSP,AA,6,47%,108,51,1827,741,149,560,16,361
CLT,ORD,AA,6,49%,334,165,8139,2431,494,2534,63,2617
CLT,PDX,AA,6,53%,30,16,545,49,35,171,0,290
CLT,PHL,AA,6,37%,274,102,3685,557,624,1542,0,962
CLT,PHX,AA,6,42%,272,114,3863,1522,363,623,0,1355
CLT,SAN,AA,6,47%,89,42,1395,436,255,321,0,383
CLT,SEA,AA,6,56%,119,67,1994,435,358,564,6,631
CLT,SFO,AA,6,53%,180,96,3738,880,476,650,62,1670
CLT,SLC,AA,6,38%,29,11,294,62,122,37,5,68
CLT,TPA,AA,6,46%,262,121,2715,1020,271,587,2,835
DCA,BOS,AA,6,40%,428,173,5283,632,368,1977,0,2306
DCA,CLT,AA,6,40%,247,99,2605,544,219,872,0,970
DCA,DFW,AA,6,38%,1824,701,31806,7613,3905,7168,140,12980
DCA,FLL,AA,6,48%,52,25,1089,136,24,402,0,527
DCA,JFK,AA,6,63%,90,57,3052,452,556,1388,0,656
DCA,LAS,AA,6,37%,30,11,227,191,14,22,0,0
DCA,LAX,AA,6,56%,227,126,4508,657,438,1665,0,1748
DCA,LGA,AA,6,46%,382,175,9270,697,830,4303,0,3440
DCA,MCO,AA,6,35%,150,52,1662,186,103,737,0,636
DCA,MIA,AA,6,39%,1611,623,22198,3685,1544,5215,1,11753
DCA,ORD,AA,6,39%,1287,502,34711,8460,4724,9318,0,12209
DCA,PHL,AA,6,34%,50,17,1401,570,92,215,0,524
DCA,PHX,AA,6,53%,90,48,1186,241,278,487,0,180
DCA,TPA,AA,6,52%,116,60,1768,278,83,687,0,720
DEN,CLT,AA,6,30%,179,54,1351,500,33,333,0,485
DEN,DFW,AA,6,41%,1771,730,40577,15473,1529,3869,0,19706
DEN,MIA,AA,6,50%,352,177,7198,4783,100,657,0,1658
DEN,ORD,AA,6,45%,557,250,12720,3632,295,3483,0,5310
DEN,PHL,AA,6,33%,88,29,532,250,0,140,0,142
DEN,PHX,AA,6,32%,171,55,1826,261,34,323,0,1208
DFW,ATL,AA,6,50%,1655,827,28845,9526,2262,6240,0,10817
