Origin,Destination,Carrier,Month,Delay Percentage,Total Flights,Delay Flights,Total Delay Time(min),Carrier Delay,Weather Delay,NAS Delay,Security Delay,Aircraft Delay
MCO,DEN,UA,5,25%,603,150,4840,1770,309,738,0,2023
MCO,EWR,UA,5,38%,1293,485,16694,4065,862,6724,0,5043
MCO,IAD,UA,5,38%,753,283,10238,3107,687,2608,0,3836
MCO,IAH,UA,5,34%,1008,344,12116,2036,1729,3756,0,4595
MCO,LAX,UA,5,41%,219,89,3407,865,454,606,0,1482
MCO,ORD,UA,5,33%,967,316,11927,2870,880,3740,0,4437
MCO,SFO,UA,5,26%,398,105,3463,1623,199,793,0,848
MIA,DEN,UA,5,29%,7,2,15,0,0,15,0,0
MIA,EWR,UA,5,34%,693,233,8347,1379,251,3293,0,3424
MIA,IAD,UA,5,40%,5,2,30,10,0,1,0,19
MIA,IAH,UA,5,35%,534,185,6132,1020,357,1366,0,3389
MIA,ORD,UA,5,16%,136,22,1452,353,35,169,0,895
MSP,DEN,UA,5,25%,389,99,2279,447,114,540,0,1178
MSP,EWR,UA,5,45%,53,24,1504,123,0,1251,0,130
MSP,IAH,UA,5,36%,50,18,1036,76,24,235,0,701
MSP,ORD,UA,5,39%,914,354,11316,1577,334,4782,0,4623
MSP,SFO,UA,5,41%,139,57,3296,754,48,992,0,1502
ORD,ATL,UA,5,40%,336,134,5291,1344,210,1524,0,2213
ORD,BOS,UA,5,46%,1262,584,27729,5229,1352,7275,18,13855
ORD,BWI,UA,5,48%,563,269,10386,2618,668,2419,0,4681
ORD,CLT,UA,5,35%,192,68,3435,782,138,556,0,1959
ORD,DCA,UA,5,42%,1898,790,30852,8038,1215,8275,0,13324
ORD,DEN,UA,5,42%,1675,699,25169,7204,2206,4979,0,10780
ORD,DFW,UA,5,39%,360,140,6015,1577,667,1157,0,2614
ORD,DTW,UA,5,42%,174,73,3411,1207,40,476,0,1688
ORD,EWR,UA,5,48%,1652,801,38921,7077,1603,20009,0,10232
ORD,FLL,UA,5,33%,203,68,1933,979,0,493,0,461
ORD,HNL,UA,5,36%,186,67,1433,946,0,477,0,10
ORD,IAD,UA,5,46%,1062,486,16254,5802,1380,3272,13,5787
ORD,IAH,UA,5,43%,1828,787,29925,9102,2681,7178,0,10964
ORD,LAS,UA,5,35%,972,344,13750,4360,866,2142,0,6382
ORD,LAX,UA,5,44%,1915,837,31941,9500,2464,4487,0,15490
ORD,LGA,UA,5,46%,2025,940,49086,6424,1178,28870,0,12614
ORD,MCO,UA,5,43%,953,409,15746,4717,1252,2962,0,6815
ORD,MIA,UA,5,38%,131,50,2269,693,446,305,0,825
ORD,MSP,UA,5,40%,932,376,13760,4177,765,2387,0,6431
ORD,PDX,UA,5,36%,842,305,12265,4477,557,1382,0,5849
ORD,PHL,UA,5,46%,719,331,16878,3726,735,5771,0,6646
ORD,PHX,UA,5,37%,582,218,8096,2464,684,1255,0,3693
ORD,SAN,UA,5,37%,736,269,10639,2863,673,1245,0,5858
ORD,SEA,UA,5,40%,882,351,11566,4216,879,1362,0,5109
ORD,SFO,UA,5,41%,2329,954,40864,13634,2143,9545,0,15542
ORD,SLC,UA,5,22%,107,24,343,85,0,63,0,195
ORD,TPA,UA,5,43%,567,246,9421,3370,244,1397,0,4410
PDX,DEN,UA,5,25%,585,144,3488,1234,0,719,0,1535
PDX,EWR,UA,5,34%,185,63,2127,798,0,767,0,562
PDX,IAD,UA,5,31%,186,57,721,264,0,297,0,160
PDX,IAH,UA,5,34%,423,144,2365,500,58,658,0,1149
PDX,ORD,UA,5,30%,824,250,6795,2216,0,2259,0,2320
PDX,SFO,UA,5,34%,776,266,9714,856,0,5909,0,2949
PHL,DEN,UA,5,27%,321,86,3780,1115,168,523,0,1974
PHL,IAH,UA,5,36%,536,193,8280,2500,101,1479,0,4200
PHL,LAX,UA,5,28%,57,16,840,162,17,511,0,150
PHL,ORD,UA,5,32%,721,233,6766,1295,43,3238,0,2190
PHL,SFO,UA,5,32%,473,153,7707,1834,627,2078,0,3168
PHX,DEN,UA,5,27%,779,213,4951,989,41,1218,0,2703
PHX,EWR,UA,5,37%,450,167,6289,2309,0,2864,0,1116
PHX,IAD,UA,5,35%,185,65,1380,470,0,830,0,80
PHX,IAH,UA,5,27%,746,205,5484,758,182,1739,0,2805
PHX,LAX,UA,5,25%,65,16,358,230,0,128,0,0
PHX,ORD,UA,5,42%,584,245,8154,2068,0,2924,0,3162
PHX,SFO,UA,5,33%,301,99,2903,568,0,893,0,1442
SAN,DEN,UA,5,26%,651,170,4141,1161,213,865,62,1840
SAN,EWR,UA,5,36%,440,160,3229,530,0,1629,0,1070
SAN,IAD,UA,5,31%,540,168,2620,1203,0,1032,0,385
SAN,IAH,UA,5,29%,712,208,5125,1412,23,2136,0,1554
SAN,ORD,UA,5,35%,654,226,6677,1898,40,2642,20,2077
SAN,SFO,UA,5,36%,1184,430,15610,2127,11,6474,19,6979
SEA,DEN,UA,5,40%,762,306,6669,2104,0,1468,0,3097
SEA,EWR,UA,5,39%,500,193,5468,1500,0,2091,0,1877
SEA,IAD,UA,5,36%,548,200,3872,1128,0,943,0,1801
SEA,IAH,UA,5,38%,860,323,6556,2303,0,2303,0,1950
SEA,LAX,UA,5,26%,31,8,133,44,0,29,0,60
SEA,ORD,UA,5,38%,874,329,8504,2424,8,3274,0,2798
SEA,SFO,UA,5,38%,1299,490,18467,2759,0,9777,0,5931
SFO,ATL,UA,5,56%,181,101,1561,617,0,425,0,519
SFO,BOS,UA,5,48%,1211,584,16600,4881,211,5018,0,6490
SFO,BWI,UA,5,49%,186,92,2507,653,56,612,0,1186
SFO,DCA,UA,5,55%,142,78,2434,672,22,674,0,1066
SFO,DEN,UA,5,41%,1752,718,18341,6806,145,3079,0,8311
SFO,DFW,UA,5,39%,277,109,3671,1240,41,1699,0,691
SFO,EWR,UA,5,47%,1950,914,27813,8343,142,11172,0,8156
SFO,FLL,UA,5,37%,124,46,1230,380,46,151,0,653
SFO,HNL,UA,5,38%,785,298,11489,6728,20,955,0,3786
SFO,IAD,UA,5,48%,1608,770,22468,8002,269,5535,0,8662
SFO,IAH,UA,5,47%,1510,715,18307,6605,53,5840,15,5794
SFO,JFK,UA,5,41%,1063,439,15968,4652,81,8075,0,3160
SFO,LAS,UA,5,33%,1232,409,11850,3726,22,1634,0,6468
SFO,LAX,UA,5,49%,2341,1136,28620,7939,144,6881,0,13656
SFO,MCO,UA,5,48%,397,191,4754,1987,0,674,0,2093
SFO,MSP,UA,5,37%,160,59,2119,928,0,283,0,908
SFO,ORD,UA,5,46%,2451,1137,34869,12085,274,10454,8,12048
SFO,PDX,UA,5,32%,735,232,6907,3055,5,397,0,3450
SFO,PHL,UA,5,50%,473,236,7139,1879,53,2227,0,2980
SFO,PHX,UA,5,34%,445,152,4757,1345,0,405,0,3007
SFO,SAN,UA,5,35%,1062,377,10164,3297,74,801,0,5992
SFO,SEA,UA,5,34%,1292,442,10823,3965,0,1331,0,5527
SFO,SLC,UA,5,38%,74,28,639,47,0,160,0,432
SLC,DEN,UA,5,20%,87,17,984,445,0,124,0,415
SLC,IAD,UA,5,33%,79,26,1074,941,0,133,0,0
SLC,IAH,UA,5,22%,122,27,1247,441,22,780,0,4
SLC,ORD,UA,5,35%,104,36,969,133,0,316,0,520
SLC,SFO,UA,5,26%,54,14,641,233,0,346,0,62
TPA,DEN,UA,5,18%,226,41,1163,458,62,237,0,406
TPA,EWR,UA,5,36%,889,324,11719,1279,423,6236,0,3781
TPA,IAD,UA,5,31%,551,172,6842,1637,244,608,0,4353
TPA,IAH,UA,5,28%,743,210,7071,1853,497,1690,0,3031
TPA,ORD,UA,5,34%,563,190,4742,750,85,2140,0,1767
ATL,DEN,UA,4,22%,123,27,686,176,0,88,0,422
ATL,EWR,UA,4,31%,324,100,3789,1461,44,1069,0,1215
ATL,IAD,UA,4,41%,27,11,133,15,0,27,0,91
ATL,IAH,UA,4,33%,124,41,1291,186,90,329,0,686
ATL,ORD,UA,4,36%,223,80,2980,829,82,915,0,1154
ATL,SFO,UA,4,48%,175,84,2202,655,53,565,0,929
BOS,DEN,UA,4,39%,514,201,6812,1253,195,1950,57,3357
BOS,EWR,UA,4,37%,1419,528,18406,2550,171,9261,4,6420
BOS,IAD,UA,4,33%,756,246,6845,2228,139,1372,21,3085
BOS,IAH,UA,4,40%,747,299,7600,852,736,3268,8,2736
BOS,LAX,UA,4,45%,268,120,2598,978,14,1077,0,529
BOS,ORD,UA,4,35%,1086,385,13016,2598,403,5572,190,4253
BOS,SFO,UA,4,34%,1084,367,9128,1898,311,3538,0,3381
BWI,DEN,UA,4,29%,382,110,2075,549,33,624,0,869
BWI,EWR,UA,4,100%,1,1,0,0,0,0,0,0
BWI,IAH,UA,4,36%,363,129,3424,1997,15,827,0,585
BWI,LAX,UA,4,40%,214,85,2180,619,60,579,0,922
BWI,ORD,UA,4,30%,493,146,4642,437,112,2669,0,1424
BWI,SFO,UA,4,22%,179,40,1643,1132,0,372,0,139
CLT,DEN,UA,4,27%,26,7,576,381,0,43,0,152
CLT,EWR,UA,4,26%,34,9,133,116,0,17,0,0
CLT,ORD,UA,4,35%,156,54,1908,467,41,606,0,794
DCA,DEN,UA,4,48%,180,86,3031,761,40,619,0,1611
DCA,EWR,UA,4,0%,1,0,0,0,0,0,0,0
DCA,IAH,UA,4,36%,1035,376,10038,2547,305,3820,0,3366
DCA,ORD,UA,4,35%,1656,572,20198,3811,516,9947,0,5924
DCA,SFO,UA,4,41%,120,49,1124,690,0,434,0,0
DEN,ATL,UA,4,33%,154,51,1758,934,28,328,0,468
DEN,BOS,UA,4,34%,531,178,6732,1567,136,2392,0,2637
DEN,BWI,UA,4,28%,388,110,3549,949,50,594,0,1956
DEN,CLT,UA,4,19%,26,5,226,195,0,0,0,31
DEN,DCA,UA,4,32%,180,58,2007,729,40,371,0,867
DEN,DFW,UA,4,32%,383,121,4994,1201,523,1687,0,1583
DEN,DTW,UA,4,23%,47,11,409,23,0,15,0,371
DEN,EWR,UA,4,34%,790,270,8616,2406,148,3581,0,2481
DEN,FLL,UA,4,28%,170,48,1758,776,9,306,0,667
DEN,HNL,UA,4,32%,189,60,1498,461,123,250,0,664
DEN,IAD,UA,4,26%,1234,324,8349,2406,268,2016,0,3659
DEN,IAH,UA,4,34%,1619,548,15473,5402,290,4373,0,5408
DEN,LAS,UA,4,33%,833,271,8071,2191,199,1698,0,3983
DEN,LAX,UA,4,37%,1349,495,12360,4036,162,2987,0,5175
DEN,LGA,UA,4,39%,869,342,12986,2336,342,6762,24,3522
DEN,MCO,UA,4,31%,588,181,4903,1585,157,1613,0,1548
DEN,MIA,UA,4,25%,138,34,730,378,0,182,0,170
DEN,MSP,UA,4,23%,370,84,2964,853,10,688,0,1413
DEN,ORD,UA,4,37%,1678,614,19513,4956,360,6437,0,7760
DEN,PDX,UA,4,25%,522,130,4096,1754,113,371,0,1858
DEN,PHL,UA,4,31%,308,96,3597,909,56,1293,0,1339
DEN,PHX,UA,4,35%,708,251,6029,2115,317,879,0,2718
DEN,SAN,UA,4,31%,573,177,4357,1337,221,712,0,2087
DEN,SEA,UA,4,33%,713,238,7215,1842,162,1258,0,3953
DEN,SFO,UA,4,34%,1772,607,17976,3841,168,6394,31,7542
DEN,SLC,UA,4,21%,57,12,351,39,0,0,0,312
DEN,TPA,UA,4,35%,297,103,2875,678,50,758,0,1389
DFW,DEN,UA,4,28%,403,112,5745,2330,121,504,0,2790
DFW,EWR,UA,4,34%,304,104,5400,346,171,3586,0,1297
DFW,IAD,UA,4,19%,144,28,1273,319,70,84,0,800
DFW,IAH,UA,4,24%,227,55,2971,1066,12,1158,0,735
DFW,ORD,UA,4,38%,232,87,5706,1387,91,2295,0,1933
DFW,SFO,UA,4,35%,160,56,1881,190,62,410,0,1219
DTW,DEN,UA,4,20%,49,10,304,278,0,26,0,0
DTW,EWR,UA,4,14%,14,2,0,0,0,0,0,0
DTW,IAH,UA,4,34%,224,76,2309,500,87,920,0,802
DTW,ORD,UA,4,35%,114,40,863,269,22,454,118,0
EWR,ATL,UA,4,30%,320,95,3079,1404,24,487,0,1164
EWR,BOS,UA,4,37%,1382,505,19691,5669,431,6081,101,7409
EWR,CLT,UA,4,36%,36,13,287,88,0,62,0,137
EWR,DCA,UA,4,0%,1,0,0,0,0,0,0,0
EWR,DEN,UA,4,40%,795,318,9299,3179,143,2882,16,3079
EWR,DFW,UA,4,41%,357,148,5906,1978,3,1555,0,2370
EWR,DTW,UA,4,8%,13,1,45,3,0,0,0,42
EWR,FLL,UA,4,35%,1254,435,13830,4283,54,4859,15,4619
EWR,HNL,UA,4,45%,150,67,3161,886,62,1082,0,1131
EWR,IAD,UA,4,41%,32,13,384,211,0,0,0,173
EWR,IAH,UA,4,47%,1546,721,20915,7179,771,7255,146,5564
EWR,LAS,UA,4,38%,803,307,9482,3004,271,2589,0,3618
EWR,LAX,UA,4,42%,1516,634,16178,5946,226,5933,32,4041
EWR,MCO,UA,4,34%,1579,537,14736,5920,334,4054,90,4338
EWR,MIA,UA,4,39%,741,289,9777,3222,452,2476,0,3627
EWR,MSP,UA,4,25%,12,3,92,12,0,45,0,35
EWR,ORD,UA,4,41%,1494,611,21620,5321,38,10010,105,6146
EWR,PDX,UA,4,40%,149,60,1949,681,0,536,0,732
EWR,PHX,UA,4,32%,441,143,4624,1324,8,1009,0,2283
EWR,SAN,UA,4,37%,389,143,4696,1963,52,1417,36,1228
EWR,SEA,UA,4,41%,311,127,3399,1067,209,1319,36,768
EWR,SFO,UA,4,42%,1758,737,22438,7158,702,7264,15,7299
EWR,TPA,UA,4,34%,1004,346,10871,3809,209,3027,0,3826
FLL,DEN,UA,4,30%,169,51,1941,901,39,403,0,598
FLL,EWR,UA,4,34%,1262,424,15165,2168,143,7352,0,5502
FLL,IAD,UA,4,56%,91,51,1710,233,143,211,0,1123
FLL,IAH,UA,4,36%,714,257,8343,1305,270,2934,0,3834
FLL,ORD,UA,4,23%,332,75,2782,182,77,1011,0,1512
FLL,SFO,UA,4,35%,113,40,2005,361,70,552,0,1022
HNL,DEN,UA,4,26%,189,49,733,534,0,178,0,21
HNL,EWR,UA,4,26%,151,39,2406,994,0,157,0,1255
HNL,IAD,UA,4,28%,43,12,886,686,0,17,0,183
HNL,IAH,UA,4,29%,150,44,1712,779,0,164,0,769
HNL,LAX,UA,4,34%,787,268,7358,3848,36,1096,0,2378
HNL,ORD,UA,4,39%,181,71,1307,340,0,444,0,523
HNL,SFO,UA,4,31%,765,235,8537,2636,0,772,0,5129
IAD,ATL,UA,4,0%,1,0,0,0,0,0,0,0
IAD,BOS,UA,4,36%,660,240,9091,2569,55,3435,10,3022
IAD,DEN,UA,4,36%,1286,457,11050,3687,341,2743,16,4263
IAD,DFW,UA,4,26%,72,19,732,143,55,48,0,486
IAD,EWR,UA,4,53%,34,18,848,178,0,566,0,104
IAD,FLL,UA,4,46%,90,41,1464,259,0,592,0,613
IAD,HNL,UA,4,18%,44,8,586,21,0,18,0,547
IAD,IAH,UA,4,48%,427,204,5339,2401,12,1823,0,1103
IAD,LAS,UA,4,32%,358,115,3025,748,188,871,0,1218
IAD,LAX,UA,4,39%,1238,479,12701,5135,323,3942,17,3284
IAD,MCO,UA,4,36%,777,279,7987,2620,135,2125,0,3107
IAD,MIA,UA,4,36%,64,23,1204,110,16,93,10,975
IAD,ORD,UA,4,35%,1021,357,12909,3835,527,5236,0,3311
IAD,PDX,UA,4,52%,176,91,3076,1311,310,727,0,728
IAD,PHX,UA,4,41%,180,74,2225,790,354,508,0,573
IAD,SAN,UA,4,37%,522,195,5748,1842,67,2011,0,1828
IAD,SEA,UA,4,35%,483,168,4921,1451,417,1324,0,1729
IAD,SFO,UA,4,34%,1629,562,14646,5307,424,5309,0,3606
IAD,SLC,UA,4,62%,76,47,1718,547,244,436,0,491
IAD,TPA,UA,4,34%,535,184,5622,1651,170,1879,0,1922
IAH,ATL,UA,4,38%,120,46,1917,544,188,485,0,700
IAH,BOS,UA,4,28%,753,214,5552,1515,130,1915,0,1992
IAH,BWI,UA,4,20%,359,73,1726,372,0,417,0,937
IAH,DCA,UA,4,28%,1028,292,7709,2728,31,2189,0,2761
IAH,DEN,UA,4,38%,1536,589,16731,7520,554,3050,0,5607
IAH,DFW,UA,4,45%,130,58,2302,632,0,940,0,730
IAH,DTW,UA,4,38%,203,78,2744,1646,0,316,0,782
IAH,EWR,UA,4,40%,1511,610,20289,5343,578,7429,0,6939
IAH,FLL,UA,4,37%,718,269,7493,2236,83,2401,0,2773
IAH,HNL,UA,4,49%,150,74,2483,1242,165,236,0,840
IAH,IAD,UA,4,28%,538,153,4763,1812,260,646,0,2045
IAH,LAS,UA,4,35%,1108,390,10102,3473,308,1571,0,4750
IAH,LAX,UA,4,46%,1608,746,19835,8200,787,4279,0,6569
IAH,LGA,UA,4,35%,1150,398,15355,3250,590,7989,2,3524
IAH,MCO,UA,4,35%,963,341,12096,3927,533,2342,0,5294
IAH,MIA,UA,4,34%,528,177,4431,1502,69,1418,0,1442
IAH,MSP,UA,4,33%,61,20,336,173,15,64,0,84
IAH,ORD,UA,4,38%,1758,666,20618,6146,1112,7948,0,5412
IAH,PDX,UA,4,38%,354,133,3772,1685,198,736,0,1153
IAH,PHL,UA,4,29%,493,142,4198,1001,123,2191,0,883
IAH,PHX,UA,4,35%,668,232,5497,2047,369,1009,0,2072
IAH,SAN,UA,4,40%,780,315,7010,2650,223,1122,0,3015
IAH,SEA,UA,4,40%,801,321,6762,2418,318,1304,0,2722
IAH,SFO,UA,4,44%,1435,629,16275,5782,478,5596,0,4419
IAH,SLC,UA,4,36%,150,54,1634,696,148,239,0,551
IAH,TPA,UA,4,30%,698,211,5089,2132,94,1557,0,1306
JFK,LAX,UA,4,34%,856,294,8515,2003,122,3816,0,2574
JFK,SFO,UA,4,30%,1015,306,8669,2093,51,4357,0,2168
LAS,DEN,UA,4,25%,858,215,6995,1698,161,1406,0,3730
LAS,EWR,UA,4,31%,810,248,6514,1656,78,2309,0,2471
LAS,IAD,UA,4,20%,377,75,3476,908,21,211,0,2336
LAS,IAH,UA,4,29%,1106,317,8540,2657,91,1453,0,4339
LAS,LAX,UA,4,34%,394,134,4252,900,13,868,0,2471
LAS,ORD,UA,4,29%,940,276,7296,2038,41,2131,0,3086
LAS,SFO,UA,4,36%,1142,412,16349,2793,65,6692,0,6799
LAX,BOS,UA,4,27%,275,73,1532,600,0,314,0,618
LAX,BWI,UA,4,32%,221,71,1279,739,0,344,0,196
LAX,DEN,UA,4,32%,1293,420,9321,3142,9,1526,0,4644
LAX,EWR,UA,4,32%,1510,477,14195,4987,27,5157,0,4024
LAX,HNL,UA,4,38%,788,300,9923,3999,16,1934,0,3974
LAX,IAD,UA,4,28%,1157,325,7992,2943,5,1629,0,3415
LAX,IAH,UA,4,35%,1572,547,12088,5841,55,1938,0,4254
LAX,JFK,UA,4,29%,854,248,11308,1785,145,6114,0,3264
LAX,LAS,UA,4,31%,455,140,4848,1713,0,615,0,2520
LAX,MCO,UA,4,31%,240,74,1710,833,75,261,0,541
LAX,ORD,UA,4,34%,1954,660,18399,6751,42,5835,0,5771
LAX,PHL,UA,4,38%,56,21,591,125,0,379,0,87
LAX,PHX,UA,4,16%,55,9,404,129,0,6,0,269
LAX,SEA,UA,4,41%,34,14,138,23,0,0,0,115
LAX,SFO,UA,4,38%,2239,854,27462,7083,219,8978,0,11182
LGA,DEN,UA,4,32%,808,259,8377,1641,188,2446,0,4102
LGA,IAH,UA,4,38%,1139,432,13618,3538,438,5724,0,3918
LGA,ORD,UA,4,38%,1912,724,30320,3614,558,13464,0,12684
MCO,DEN,UA,4,31%,584,182,5530,1689,452,1192,0,2197
MCO,EWR,UA,4,36%,1579,566,17560,3875,1266,6312,0,6107
MCO,IAD,UA,4,34%,773,265,7998,2007,874,1092,0,4025
MCO,IAH,UA,4,36%,965,348,10094,1709,1313,2207,0,4865
MCO,LAX,UA,4,45%,240,107,3599,687,399,838,0,1675
MCO,ORD,UA,4,37%,1065,399,13794,3973,484,3425,0,5912
MCO,SFO,UA,4,35%,334,117,3453,800,535,1246,9,863
MIA,DEN,UA,4,44%,140,62,2505,1273,21,458,0,753
MIA,EWR,UA,4,36%,748,269,8691,2079,107,3029,0,3476
MIA,IAD,UA,4,34%,64,22,507,304,0,68,0,135
MIA,IAH,UA,4,45%,525,237,4899,1765,76,1592,0,1466
MIA,ORD,UA,4,24%,161,39,1376,569,0,329,0,478
MSP,DEN,UA,4,16%,370,58,2016,1313,0,274,0,429
MSP,EWR,UA,4,29%,34,10,475,15,0,285,0,175
MSP,IAH,UA,4,7%,46,3,100,65,0,35,0,0
MSP,ORD,UA,4,36%,761,275,12506,1671,44,5990,0,4801
MSP,SFO,UA,4,35%,111,39,1876,446,16,586,0,828
ORD,ATL,UA,4,33%,226,74,2516,559,35,623,0,1299
ORD,BOS,UA,4,37%,1175,435,16668,3911,1135,4182,0,7440
ORD,BWI,UA,4,31%,484,148,4919,1330,335,685,0,2569
ORD,CLT,UA,4,32%,157,50,1632,793,0,240,0,599
ORD,DCA,UA,4,32%,1666,529,18592,6249,1490,3022,0,7831
ORD,DEN,UA,4,42%,1643,697,21165,7738,1158,3691,14,8564
ORD,DFW,UA,4,38%,305,117,5300,1111,273,1677,0,2239
ORD,DTW,UA,4,40%,134,54,1587,299,86,363,0,839
ORD,EWR,UA,4,41%,1573,645,33843,5889,1559,16196,0,10199
ORD,FLL,UA,4,37%,334,123,4545,1435,172,796,0,2142
ORD,HNL,UA,4,51%,180,92,2767,1912,305,359,0,191
ORD,IAD,UA,4,34%,990,341,10273,3531,476,964,0,5302
ORD,IAH,UA,4,41%,1762,730,25798,7749,2019,5654,0,10376
ORD,LAS,UA,4,41%,926,382,11184,3425,736,1887,0,5136
ORD,LAX,UA,4,44%,1800,785,22912,7697,1726,4954,0,8535
ORD,LGA,UA,4,36%,1840,671,34368,5391,1482,15705,0,11790
ORD,MCO,UA,4,38%,1053,395,12571,5078,487,1275,0,5731
ORD,MIA,UA,4,34%,162,55,1931,689,47,145,0,1050
ORD,MSP,UA,4,39%,739,286,10919,3329,904,1811,0,4875
ORD,PDX,UA,4,42%,692,288,8208,3445,291,1143,0,3329
ORD,PHL,UA,4,37%,702,261,9577,2181,504,2756,0,4136
ORD,PHX,UA,4,38%,646,243,8177,3240,228,1120,0,3589
ORD,SAN,UA,4,42%,686,285,8646,2536,664,1913,0,3533
ORD,SEA,UA,4,44%,749,327,9108,3468,486,1164,0,3990
ORD,SFO,UA,4,40%,2150,870,30514,10221,1769,7743,11,10770
ORD,SLC,UA,4,30%,80,24,482,153,91,16,0,222
ORD,TPA,UA,4,38%,600,230,9266,3429,725,1388,0,3724
PDX,DEN,UA,4,21%,474,98,2451,1085,15,512,0,839
PDX,EWR,UA,4,27%,150,41,719,119,0,357,0,243
PDX,IAD,UA,4,17%,174,30,503,385,0,118,0,0
PDX,IAH,UA,4,27%,355,95,2159,672,0,337,0,1150
PDX,ORD,UA,4,24%,686,163,4206,332,0,2466,0,1408
PDX,SFO,UA,4,28%,758,214,7946,468,0,5397,0,2081
PHL,DEN,UA,4,29%,308,88,2134,415,34,598,0,1087
PHL,IAH,UA,4,34%,498,168,4881,1016,124,1690,0,2051
PHL,LAX,UA,4,57%,56,32,1149,324,22,564,0,239
PHL,ORD,UA,4,34%,697,238,8313,1875,96,3574,0,2768
PHL,SFO,UA,4,33%,452,148,5817,2387,46,1839,0,1545
PHX,DEN,UA,4,24%,808,196,5889,1948,9,1171,0,2761
PHX,EWR,UA,4,32%,437,139,4876,977,64,2341,0,1494
PHX,IAD,UA,4,19%,180,35,514,182,0,162,0,170
PHX,IAH,UA,4,26%,696,184,4532,1300,64,1581,0,1587
PHX,LAX,UA,4,14%,57,8,41,0,0,41,0,0
PHX,ORD,UA,4,37%,645,238,6793,1694,0,2738,0,2361
PHX,SFO,UA,4,33%,306,101,3930,1016,0,1928,0,986
SAN,DEN,UA,4,25%,619,155,5411,1227,9,763,0,3412
SAN,EWR,UA,4,30%,387,118,2576,582,19,1205,0,770
SAN,IAD,UA,4,29%,525,151,3578,1912,54,665,0,947
SAN,IAH,UA,4,24%,690,166,4821,1591,190,753,0,2287
SAN,ORD,UA,4,30%,606,180,5806,1502,523,2783,0,998
SAN,SFO,UA,4,34%,1103,377,12441,1728,23,5386,0,5304
SEA,DEN,UA,4,25%,676,166,4136,1442,0,726,0,1968
SEA,EWR,UA,4,26%,321,82,1971,793,0,325,0,853
SEA,IAD,UA,4,24%,497,119,2716,1323,0,541,0,852
SEA,IAH,UA,4,29%,794,228,6619,2079,173,1056,0,3311
SEA,LAX,UA,4,44%,34,15,269,4,0,90,0,175
SEA,ORD,UA,4,25%,754,186,7843,2540,8,2784,0,2511
SEA,SFO,UA,4,29%,1251,360,12936,1818,36,5873,0,5209
SFO,ATL,UA,4,39%,176,69,1516,526,0,122,0,868
SFO,BOS,UA,4,33%,1097,357,11357,4205,139,1677,0,5336
SFO,BWI,UA,4,32%,179,58,2062,665,0,142,2,1253
SFO,DCA,UA,4,43%,120,52,1644,400,0,420,0,824
SFO,DEN,UA,4,38%,1681,639,13452,4600,223,2239,0,6390
SFO,DFW,UA,4,32%,224,71,1405,446,0,354,0,605
SFO,EWR,UA,4,41%,1741,706,20825,5738,228,7351,0,7508
SFO,FLL,UA,4,28%,113,32,930,312,64,89,0,465
SFO,HNL,UA,4,41%,765,314,14160,8341,15,1289,0,4515
SFO,IAD,UA,4,33%,1472,481,11914,4404,83,1951,0,5476
SFO,IAH,UA,4,38%,1425,543,14133,5639,49,2526,0,5919
SFO,JFK,UA,4,30%,1015,307,14106,3836,65,6502,0,3703
SFO,LAS,UA,4,38%,1150,435,12573,3904,108,2127,0,6434
SFO,LAX,UA,4,41%,2305,950,22190,6505,106,5643,51,9885
SFO,MCO,UA,4,35%,333,115,3505,885,43,540,0,2037
SFO,MSP,UA,4,41%,135,56,1292,332,0,257,0,703
SFO,ORD,UA,4,39%,2250,879,24364,7255,84,7278,0,9747
SFO,PDX,UA,4,28%,707,197,4970,2155,2,428,0,2385
SFO,PHL,UA,4,36%,452,164,5645,1513,46,1813,0,2273
SFO,PHX,UA,4,30%,439,132,3227,1067,0,344,0,1816
SFO,SAN,UA,4,34%,985,331,9029,3590,110,561,0,4768
SFO,SEA,UA,4,35%,1238,434,10538,4139,48,1412,0,4939
SFO,SLC,UA,4,35%,60,21,700,229,0,88,0,383
SLC,DEN,UA,4,21%,99,21,320,76,0,46,0,198
SLC,IAD,UA,4,18%,76,14,308,124,0,184,0,0
SLC,IAH,UA,4,22%,153,34,1322,921,0,141,0,260
SLC,ORD,UA,4,25%,61,15,339,77,0,134,0,128
SLC,SFO,UA,4,26%,38,10,415,35,0,33,0,347
TPA,DEN,UA,4,33%,295,98,2006,209,110,596,0,1091
TPA,EWR,UA,4,28%,1001,284,9309,760,42,4880,0,3627
TPA,IAD,UA,4,26%,537,137,3420,692,36,579,0,2113
TPA,IAH,UA,4,35%,697,246,6803,1187,87,2284,0,3245
TPA,ORD,UA,4,37%,602,224,7604,1263,2,3211,0,3128
ATL,DEN,UA,3,26%,109,28,576,50,23,116,0,387
ATL,EWR,UA,3,28%,344,95,4214,845,19,1797,0,1553
ATL,IAD,UA,3,0%,1,0,0,0,0,0,0,0
ATL,IAH,UA,3,22%,105,23,749,36,31,191,0,491
ATL,ORD,UA,3,28%,255,71,2246,584,19,944,0,699
ATL,SFO,UA,3,44%,116,51,1650,217,97,687,0,649
BOS,DEN,UA,3,33%,537,179,6583,2041,482,1729,0,2331
BOS,EWR,UA,3,37%,1321,485,15574,2588,409,8103,0,4474
BOS,IAD,UA,3,28%,694,197,4497,961,313,1252,0,1971
